,origin,destination,departure_date,flight_route_number,customer,CustomerNumber,Gender,Age,ZipCode,TotalFlights,first_name,last_name
30122,DEN,EWR,5/23/2016,161,5647,5647,1,44.62190642,41714,7,WILFORD,RUNGE
30123,PDX,ABQ,5/20/2016,269,5648,5648,1,44.4611989,75470,1,SONNY,RULE
30124,PHL,MDW,5/29/2016,244,5649,5649,0,43.31786987,79063,2,BELEN,ROTHMAN
30125,LAS,PIT,5/30/2016,613,5649,5649,0,43.31786987,79063,2,BELEN,ROTHMAN
30126,DEN,JAX,5/29/2016,125,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30127,SAN,PHX,5/17/2016,257,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30128,LAX,SJC,5/31/2016,153,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30129,MDW,PVD,5/10/2016,620,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30130,HOU,BWI,5/26/2016,198,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30131,MCO,AUA,5/15/2016,495,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30132,MDW,BNA,5/26/2016,387,5650,5650,1,46.94401205,39573,7,CARSON,ROSENFELD
30133,MAF,HOU,5/31/2016,413,5651,5651,1,48.01113805,22850,3,THERON,QUAN
30134,RDU,BWI,5/27/2016,372,5651,5651,1,48.01113805,22850,3,THERON,QUAN
30135,MDW,DEN,5/3/2016,300,5651,5651,1,48.01113805,22850,3,THERON,QUAN
30136,RSW,PIT,5/14/2016,59,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30137,DAL,LIT,5/19/2016,1,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30138,BNA,LAX,5/17/2016,579,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30139,FLL,ALB,5/3/2016,462,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30140,OMA,MDW,5/11/2016,643,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30141,SAN,SEA,5/5/2016,176,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30142,PHL,DAL,5/2/2016,19,5653,5653,0,44.84587991,79227,7,GENOVEVA,OXFORD
30143,DAL,CHS,5/5/2016,106,5654,5654,1,44.81777798,16865,3,TRISTAN,OWINGS
30144,SLC,PHX,5/2/2016,99,5654,5654,1,44.81777798,16865,3,TRISTAN,OWINGS
30145,ATL,LGA,5/9/2016,119,5654,5654,1,44.81777798,16865,3,TRISTAN,OWINGS
30146,BWI,DAL,5/27/2016,636,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30147,MDW,DCA,5/8/2016,422,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30148,ABQ,DAL,5/6/2016,256,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30149,MDW,HOU,5/23/2016,189,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30150,BNA,LAS,5/27/2016,536,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30151,MCO,DAL,5/21/2016,216,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30152,MDW,RSW,5/15/2016,227,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30153,SAN,HOU,5/2/2016,253,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30154,BOS,IND,5/23/2016,236,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30155,MCI,MDW,5/21/2016,563,5655,5655,0,42.43632678,56382,10,CLEMENTINE,OLMOS
30156,STL,LIT,5/9/2016,438,5656,5656,0,46.6261716,84047,2,ROSALBA,MUNRO
30157,SMF,PHX,5/20/2016,333,5656,5656,0,46.6261716,84047,2,ROSALBA,MUNRO
30158,MCO,ATL,5/29/2016,196,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30159,RDU,MDW,5/3/2016,472,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30160,PDX,SAN,5/11/2016,29,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30161,DAL,LBB,5/2/2016,301,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30162,DEN,LAS,5/9/2016,90,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30163,SEA,DEN,5/4/2016,519,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30164,BWI,OAK,5/25/2016,606,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30165,LBB,AUS,5/1/2016,406,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30166,PDX,PHX,5/23/2016,630,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30167,ORF,BWI,5/24/2016,449,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30168,LAS,AUS,5/8/2016,626,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30169,ATL,DTW,5/27/2016,143,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30170,ONT,SJC,5/13/2016,255,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30171,RDU,TPA,5/23/2016,216,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30172,AUS,MDW,5/2/2016,322,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30173,SAT,ATL,5/30/2016,274,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30174,RDU,BWI,5/13/2016,478,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30175,PHX,PDX,5/5/2016,189,5657,5657,1,36.57928539,29369,18,LINCOLN,MOREIRA
30176,MCI,ATL,5/2/2016,60,5659,5659,1,42.36574495,66537,5,GENARO,LARKINS
30177,HOU,CRP,5/22/2016,253,5659,5659,1,42.36574495,66537,5,GENARO,LARKINS
30178,DAL,MEM,5/21/2016,158,5659,5659,1,42.36574495,66537,5,GENARO,LARKINS
30179,MDW,SAN,5/18/2016,581,5659,5659,1,42.36574495,66537,5,GENARO,LARKINS
30180,OAK,MSY,5/1/2016,434,5659,5659,1,42.36574495,66537,5,GENARO,LARKINS
30181,DAL,DEN,5/18/2016,137,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30182,PNS,BNA,5/6/2016,464,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30183,TUL,PHX,5/2/2016,530,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30184,SDF,MDW,5/31/2016,423,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30185,DEN,MSP,5/8/2016,218,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30186,IND,MDW,5/21/2016,396,5660,5660,1,49.28952297,75372,6,GALE,KRANTZ
30187,OKC,BWI,5/21/2016,474,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30188,ONT,PHX,5/6/2016,456,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30189,DAL,SAT,5/17/2016,327,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30190,SAN,SMF,5/16/2016,75,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30191,CLE,LAS,5/2/2016,538,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30192,AUS,MDW,5/5/2016,317,5661,5661,1,47.96137425,50302,6,BENNETT,KOVACS
30193,MDW,JAX,5/7/2016,168,5662,5662,0,42.90696608,74756,2,FLOY,KIZER
30194,SLC,LAS,5/26/2016,537,5662,5662,0,42.90696608,74756,2,FLOY,KIZER
30195,HOU,FLL,5/3/2016,497,5663,5663,1,41.93542059,33646,5,CORNELL,KINDRED
30196,MSY,MCO,5/8/2016,368,5663,5663,1,41.93542059,33646,5,CORNELL,KINDRED
30197,BUF,BWI,5/30/2016,284,5663,5663,1,41.93542059,33646,5,CORNELL,KINDRED
30198,SAN,SMF,5/20/2016,235,5663,5663,1,41.93542059,33646,5,CORNELL,KINDRED
30199,DEN,SAN,5/31/2016,610,5663,5663,1,41.93542059,33646,5,CORNELL,KINDRED
30200,MCO,MSY,5/29/2016,165,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30201,SNA,AUS,5/22/2016,521,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30202,DEN,BWI,5/9/2016,160,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30203,IND,HOU,5/6/2016,35,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30204,STL,DAL,5/23/2016,65,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30205,DEN,DAL,5/4/2016,451,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30206,BWI,CUN,5/11/2016,125,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30207,LAX,SLC,5/6/2016,279,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30208,ATL,MCO,5/13/2016,220,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30209,PHX,ATL,5/4/2016,631,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30210,PBI,ATL,5/19/2016,452,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30211,MDW,SLC,5/14/2016,569,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30212,SLC,DEN,5/8/2016,283,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30213,TPA,ATL,5/9/2016,470,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30214,MDW,DCA,5/23/2016,472,5664,5664,1,43.66933874,42402,15,LAVERNE,KARNES
30215,MKE,MCO,5/13/2016,301,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30216,PDX,LAX,5/20/2016,278,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30217,DEN,BDL,5/11/2016,487,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30218,STL,LAS,5/6/2016,591,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30219,HOU,CUN,5/2/2016,417,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30220,SFO,SNA,5/19/2016,106,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30221,DEN,IND,5/16/2016,39,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30222,MSY,DAL,5/27/2016,3,5665,5665,0,47.84111366,26104,8,TYRA,JAFFE
30223,HOU,MEM,5/9/2016,134,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30224,MDW,PHL,5/27/2016,239,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30225,SAT,BWI,5/27/2016,583,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30226,SNA,SMF,5/8/2016,422,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30227,MCO,MSY,5/17/2016,383,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30228,LAS,OAK,5/27/2016,327,5666,5666,1,50.86027318,40290,6,ARRON,HUBBELL
30229,HOU,SNA,5/31/2016,182,5668,5668,1,37.07805729,33991,1,HERSCHEL,HAUCK
30230,FLL,DAL,5/2/2016,303,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30231,OMA,MDW,5/23/2016,168,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30232,MCO,RDU,5/16/2016,223,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30233,DEN,EWR,5/12/2016,248,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30234,MCO,DCA,5/12/2016,470,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30235,PDX,SJC,5/24/2016,456,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30236,PDX,SJC,5/11/2016,457,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30237,BDL,LAS,5/17/2016,603,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30238,MDW,MSY,5/26/2016,186,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30239,MCO,MSY,5/12/2016,398,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30240,CUN,MDW,5/5/2016,355,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30241,SNA,OAK,5/27/2016,180,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30242,OKC,STL,5/12/2016,82,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30243,SAN,HOU,5/20/2016,544,5669,5669,0,44.77130018,47986,14,JESICA,HAROLD
30244,DEN,STL,5/17/2016,157,5670,5670,0,45.55316584,2777,4,DONNIE,GOODELL
30245,OAK,BUR,5/18/2016,385,5670,5670,0,45.55316584,2777,4,DONNIE,GOODELL
30246,PHX,MDW,5/12/2016,331,5670,5670,0,45.55316584,2777,4,DONNIE,GOODELL
30247,DEN,SAT,5/5/2016,525,5670,5670,0,45.55316584,2777,4,DONNIE,GOODELL
30248,LAS,ALB,5/3/2016,537,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30249,LAS,MDW,5/22/2016,536,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30250,DEN,HOU,5/16/2016,532,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30251,MDW,MCO,5/7/2016,560,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30252,LAX,SJC,5/2/2016,234,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30253,PHX,AUS,5/5/2016,282,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30254,MDW,IND,5/2/2016,350,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30255,HOU,ABQ,5/23/2016,45,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30256,MDW,DAY,5/21/2016,446,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30257,PHX,STL,5/18/2016,279,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30258,ECP,BNA,5/13/2016,428,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30259,STL,EWR,5/10/2016,437,5671,5671,0,44.67746353,1842,12,VIKKI,FAVORS
30260,MCO,STL,5/13/2016,63,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30261,HOU,MCO,5/9/2016,15,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30262,CHS,MDW,5/28/2016,265,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30263,ONT,SJC,5/5/2016,201,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30264,FLL,PVD,5/21/2016,167,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30265,DEN,BNA,5/4/2016,26,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30266,CMH,BWI,5/19/2016,66,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30267,OAK,PHX,5/16/2016,633,5673,5673,1,41.97299173,85063,8,CYRIL,DVORAK
30268,ATL,LAX,5/9/2016,123,5674,5674,1,38.79325287,45433,2,RONNY,DOANE
30269,LAX,LAS,5/31/2016,250,5674,5674,1,38.79325287,45433,2,RONNY,DOANE
30270,FLL,BWI,5/11/2016,504,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30271,BNA,MCO,5/1/2016,391,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30272,HOU,MCO,5/18/2016,15,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30273,MKE,DEN,5/18/2016,90,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30274,HOU,LAX,5/12/2016,181,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30275,SJC,SAN,5/22/2016,102,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30276,GRR,MCO,5/20/2016,397,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30277,MSP,MDW,5/18/2016,276,5675,5675,0,52.651087,48410,8,JANNETTE,CURETON
30278,MSP,STL,5/17/2016,528,5676,5676,0,37.43980514,77261,5,GINNY,COFER
30279,MCO,ATL,5/7/2016,469,5676,5676,0,37.43980514,77261,5,GINNY,COFER
30280,ATL,DTW,5/20/2016,35,5676,5676,0,37.43980514,77261,5,GINNY,COFER
30281,AUS,LAS,5/23/2016,324,5676,5676,0,37.43980514,77261,5,GINNY,COFER
30282,SJC,SNA,5/13/2016,440,5676,5676,0,37.43980514,77261,5,GINNY,COFER
30283,MDW,PHL,5/11/2016,242,5677,5677,0,51.57387862,29118,4,DEBRAH,BUEHLER
30284,DAL,AUS,5/16/2016,8,5677,5677,0,51.57387862,29118,4,DEBRAH,BUEHLER
30285,BWI,BUF,5/21/2016,234,5677,5677,0,51.57387862,29118,4,DEBRAH,BUEHLER
30286,AUS,MDW,5/10/2016,318,5677,5677,0,51.57387862,29118,4,DEBRAH,BUEHLER
30287,BWI,BNA,5/1/2016,62,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30288,OAK,LAS,5/2/2016,193,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30289,SLC,DEN,5/10/2016,216,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30290,OAK,BUR,5/19/2016,260,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30291,DCA,HOU,5/12/2016,331,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30292,ORF,MDW,5/5/2016,422,5679,5679,0,45.53152898,49737,6,ASIA,BERNDT
30293,LAX,DEN,5/4/2016,63,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30294,MDW,AUS,5/25/2016,266,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30295,SNA,MCI,5/14/2016,451,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30296,DAL,MSY,5/16/2016,141,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30297,SFO,SAN,5/6/2016,17,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30298,DCA,MKE,5/17/2016,369,5681,5681,1,49.58814161,92055,6,CARMINE,ANNIS
30299,MCO,LAS,5/29/2016,612,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30300,BWI,ABQ,5/27/2016,245,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30301,PIT,MCO,5/25/2016,20,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30302,LAX,DAL,5/2/2016,197,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30303,BDL,TPA,5/11/2016,135,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30304,ELP,LAS,5/8/2016,377,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30305,MDW,DAY,5/22/2016,608,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30306,SAN,PHX,5/11/2016,488,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30307,TPA,ATL,5/14/2016,20,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30308,SFO,LAX,5/22/2016,18,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30309,PDX,MDW,5/6/2016,625,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30310,BOS,DEN,5/30/2016,565,5682,5682,0,40.56206121,14453,12,LATRICIA,ABRAM
30311,DEN,PHX,5/5/2016,63,5684,5684,1,42.454620399999996,18239,2,ERICH,WARWICK
30312,SAN,OAK,5/4/2016,496,5684,5684,1,42.454620399999996,18239,2,ERICH,WARWICK
30313,MDW,PHX,5/5/2016,609,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30314,BUF,BWI,5/2/2016,429,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30315,BWI,DEN,5/19/2016,151,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30316,LAX,ELP,5/24/2016,81,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30317,BNA,LAX,5/14/2016,224,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30318,DAL,LAX,5/29/2016,333,5685,5685,1,35.72488073,10545,6,CHADWICK,WALTZ
30319,BWI,MHT,5/30/2016,530,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30320,MDW,MCO,5/7/2016,229,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30321,SNA,MDW,5/2/2016,318,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30322,HOU,LAX,5/23/2016,181,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30323,CUN,HOU,5/25/2016,418,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30324,MDW,MSY,5/21/2016,587,5686,5686,1,38.31181226,29474,6,WILBURN,TURCOTTE
30325,LAS,SMF,5/8/2016,66,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30326,MDW,BUF,5/15/2016,284,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30327,BNA,RDU,5/12/2016,133,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30328,DCA,MDW,5/29/2016,209,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30329,LAS,SEA,5/16/2016,140,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30330,LAS,SDF,5/26/2016,259,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30331,BUR,OAK,5/2/2016,342,5687,5687,1,42.71644369,39521,7,RUSS,TRINH
30332,PHX,LAX,5/16/2016,370,5688,5688,1,49.66596981,54840,6,REID,TORREY
30333,SEA,DEN,5/9/2016,521,5688,5688,1,49.66596981,54840,6,REID,TORREY
30334,SJC,SNA,5/14/2016,390,5688,5688,1,49.66596981,54840,6,REID,TORREY
30335,LAS,SNA,5/25/2016,400,5688,5688,1,49.66596981,54840,6,REID,TORREY
30336,ATL,PHX,5/16/2016,428,5688,5688,1,49.66596981,54840,6,REID,TORREY
30337,FLL,ISP,5/21/2016,164,5688,5688,1,49.66596981,54840,6,REID,TORREY
30338,ELP,LAS,5/9/2016,377,5689,5689,1,39.32844308,48175,1,MYLES,STITH
30339,DEN,AUS,5/11/2016,10,5690,5690,0,44.7345669,39521,1,LATONIA,SEGER
30340,AUS,OAK,5/17/2016,76,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30341,MCO,BWI,5/15/2016,205,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30342,STL,PIT,5/14/2016,458,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30343,MDW,ORF,5/3/2016,482,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30344,BDL,BWI,5/17/2016,328,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30345,MCO,BHM,5/9/2016,131,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30346,LIR,LAX,5/21/2016,415,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30347,PHX,SFO,5/25/2016,194,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30348,SEA,SMF,5/4/2016,352,5691,5691,1,41.53682557,41714,9,MORTON,SACHS
30349,RSW,ATL,5/2/2016,97,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30350,HOU,OKC,5/17/2016,517,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30351,BDL,BWI,5/10/2016,385,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30352,HOU,LAX,5/25/2016,298,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30353,SAN,MDW,5/2/2016,618,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30354,FLL,BNA,5/22/2016,27,5694,5694,0,42.15545327,39573,6,ANNAMARIE,PEPPERS
30355,HOU,LAX,5/1/2016,503,5695,5695,1,46.24979282,14471,3,MERVIN,PASCUAL
30356,MCI,DEN,5/12/2016,209,5695,5695,1,46.24979282,14471,3,MERVIN,PASCUAL
30357,ROC,BWI,5/28/2016,132,5695,5695,1,46.24979282,14471,3,MERVIN,PASCUAL
30358,PVD,BWI,5/29/2016,465,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30359,ELP,LAS,5/10/2016,476,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30360,BNA,MDW,5/12/2016,417,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30361,MCO,BWI,5/4/2016,19,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30362,ATL,MCI,5/9/2016,436,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30363,MCI,SAN,5/25/2016,550,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30364,DAL,AMA,5/27/2016,175,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30365,BNA,ECP,5/7/2016,230,5696,5696,0,42.52142866,45322,8,SHARYN,PASCHALL
30366,SEA,AUS,5/31/2016,76,5697,5697,0,47.10102131,60144,1,CHANTAL,PARKHURST
30367,IND,ATL,5/29/2016,85,5700,5700,0,44.19472877,16220,3,LIZETTE,NICHOLLS
30368,DCA,MCI,5/3/2016,180,5700,5700,0,44.19472877,16220,3,LIZETTE,NICHOLLS
30369,AUS,ELP,5/24/2016,319,5700,5700,0,44.19472877,16220,3,LIZETTE,NICHOLLS
30370,AUS,BWI,5/14/2016,321,5701,5701,1,37.97237438,9310,1,RANDELL,MORTIMER
30371,ABQ,PHX,5/16/2016,195,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30372,DEN,FLL,5/14/2016,155,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30373,MDW,SEA,5/29/2016,573,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30374,DTW,DAL,5/4/2016,274,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30375,MDW,SAT,5/8/2016,379,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30376,BUR,OAK,5/20/2016,203,5703,5703,1,42.65256855,58250,6,JOHNIE,LAVALLEY
30377,SAT,DAL,5/20/2016,44,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30378,TPA,ATL,5/11/2016,470,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30379,DEN,AUS,5/2/2016,10,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30380,HOU,ECP,5/27/2016,27,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30381,BNA,DAL,5/7/2016,611,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30382,CHS,DAL,5/3/2016,311,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30383,ATL,MKE,5/31/2016,532,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30384,OAK,BUR,5/20/2016,203,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30385,SEA,SJC,5/10/2016,255,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30386,PVD,BWI,5/23/2016,553,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30387,MEM,BWI,5/7/2016,157,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30388,MCO,DEN,5/22/2016,629,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30389,MCI,DEN,5/12/2016,321,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30390,BWI,SDF,5/8/2016,426,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30391,MCO,HOU,5/5/2016,88,5704,5704,1,38.69379962,18302,15,JARRETT,KIMURA
30392,MCO,DEN,5/5/2016,574,5706,5706,0,50.59131524,99353,4,CHARLINE,HAUN
30393,ATL,PUJ,5/7/2016,391,5706,5706,0,50.59131524,99353,4,CHARLINE,HAUN
