CustomerNumber,Gender,Age,ZipCode,TotalFlights,first_name,last_name
5725,1,38,30816,3,ALDO,SAIZ
5726,0,44,78614,7,KAMI,RUTLAND
5727,1,47,81237,0,ROYAL,RAEL
5728,0,44,82006,0,CATINA,PLANT
5729,1,51,65261,13,EARLE,PHARR
5730,0,50,30822,0,ALDA,PENNEY
5731,1,46,56669,18,WYATT,PELKEY
5732,0,44,84047,9,SHARLA,OGRADY
5733,0,45,33918,8,RUTHANN,NICKELL
5734,0,43,4282,0,MEAGHAN,MUSICK
5735,0,42,56080,9,MAGDALENE,MOATS
5736,0,45,92307,17,LISSETTE,MATHER
5737,1,47,43755,0,ISIAH,MASSA
5738,1,42,33615,9,EMILE,LAURENT
5739,1,36,41263,0,ELMO,KIRSCHNER
5740,1,36,75181,0,ARON,KIEFFER
5741,0,45,93637,0,SHAMEKA,KELLAR
5742,0,42,17254,11,ELIZEBETH,HENDERSHOT
5743,1,44,78203,14,JOSEF,GOTT
5744,0,39,90813,0,SHANTA,GODOY
5745,1,41,73747,7,ELOY,GADSON
5746,0,43,38658,0,LATOSHA,FURTADO
5747,0,44,85086,6,CARLOTTA,FIEDLER
5748,1,46,47654,5,REINALDO,ERSKINE
5749,0,55,60474,0,SOON,EDISON
5750,0,39,99151,6,ROSINA,DUTCHER
5751,0,41,22736,0,MARIANN,DEVER
5752,1,41,84312,0,HERSHEL,DAGGETT
5753,0,50,93304,4,JONNIE,CHEVALIER
5754,1,44,78585,0,PARKER,CHAO
5755,1,49,74840,4,LEMUEL,BRAKE
5756,1,43,49793,3,LAVERN,BALLESTEROS
5757,1,46,94709,7,BURT,AMERSON
5758,1,50,20918,0,JULES,ALEJANDRO
5759,0,40,58008,2,LAUREEN,WINGO
5760,0,46,85940,2,JANEEN,WALDON
5761,0,38,76179,3,HOLLI,TROTT
5762,0,44,43780,11,FAWN,SPIKES
5763,0,43,85392,8,VICKEY,SILVEY
5764,1,41,14452,0,ANTWAN,SHOWERS
5765,0,45,16865,16,SHANTE,SCHLEGEL
5766,0,45,67485,0,RUBYE,RUE
5767,1,44,32968,0,COLEMAN,RITZ
5768,0,48,37183,8,CHANDA,PEPIN
5769,1,53,45433,8,DINO,PELAYO
5770,1,39,72959,11,OSVALDO,PARSLEY
5771,0,47,96028,1,SCARLETT,PALERMO
5772,0,48,72540,17,MARTY,MOOREHEAD
5773,0,41,37367,0,MARNIE,MCHALE
5774,1,44,50629,21,KIETH,LETT
5775,1,40,25425,6,IVORY,KOCHER
5776,1,44,96841,3,ANDREA,KILBURN
5777,0,43,78056,15,ELENOR,IGLESIAS
5778,1,37,2446,7,NORBERTO,HUMBLE
5779,1,46,74540,10,NAPOLEON,HULBERT
5780,0,52,18223,8,CARMAN,HUCKABY
5781,0,35,2061,1,BERNITA,HIX
5782,1,39,98527,0,ROSENDO,HAVEN
5783,0,50,23415,1,ALETA,HARTFORD
5784,1,38,61755,12,SANG,HARDIMAN
5785,1,36,52533,0,DEON,GURNEY
5786,1,40,95035,10,CHRISTOPER,GRIGG
5787,0,54,25706,8,NICOLA,GRASSO
5788,0,42,8829,0,LYNDSEY,GOINGS
5789,1,35,91343,9,JOSIAH,FILLMORE
5790,1,42,94572,0,BRANT,FARBER
5791,1,40,95250,10,WILTON,DEPEW
5792,1,47,69162,13,RICO,DANDREA
5793,0,44,74540,0,STARLA,DAME
5794,0,36,17579,9,PHYLIS,COWEN
5795,0,43,13676,7,PHUONG,COVARRUBIAS
5796,0,37,20755,2,KYRA,CORY
5797,0,42,8105,1,CHARISSE,BURRUS
5798,1,50,47516,12,OLIN,BRACY
5799,0,42,19038,0,SANJUANITA,ARDOIN
5800,1,35,73731,0,FAUSTINO,THOMPKINS
5801,1,47,88119,4,CLAUDIO,SUZUKI
5802,1,36,36134,7,JUDSON,STANDLEY
5803,1,47,30643,10,GINO,RUSSEL
5804,1,44,35032,3,EDGARDO,RADCLIFFE
5805,1,39,48465,9,BERRY,POHL
5806,1,48,37863,0,ALEC,PERSAUD
5807,1,51,78585,6,TANNER,PERCY
5808,0,40,54840,13,KASSANDRA,PARENTEAU
5809,0,43,56393,2,JOYCELYN,PABON
5810,1,42,23231,7,TRINIDAD,NEWSON
5811,1,52,44614,2,TAD,NEWHOUSE
5812,1,48,33107,16,SHIRLEY,NAPOLITANO
5813,1,33,90084,8,PRINCE,MULCAHY
5814,0,38,35960,5,MIREYA,MAYA
5815,0,40,32541,9,LORENZA,MALAVE
5816,0,38,97738,8,KYONG,KEIM
5817,1,39,33857,0,LENARD,HOOTEN
5818,1,47,36804,11,CHAUNCEY,HERNANDES
5819,1,47,53575,0,CHANG,HEFFERNAN
5820,0,39,88119,2,TOBY,HEARNE
5821,0,43,24202,2,SHERIE,GREENLEAF
5822,0,36,61755,0,OK,GLICK
5823,1,48,54230,0,KORY,FUHRMAN
5824,0,46,32403,6,LUCIE,FETTER
5825,1,41,33835,4,KEVEN,FARIA
5826,1,39,78585,0,HILARIO,DISHMAN
5827,1,39,1111,1,BUD,DICKENSON
5828,0,48,28407,1,EDIE,CRITES
5829,1,48,37367,10,ROSARIO,CRISS
5830,1,45,50629,11,ORVAL,CLAPPER
5831,0,42,92280,11,LAVON,CHENAULT
5832,1,45,39573,6,DANNIE,CASTOR
5833,1,41,93450,4,ZACHARIAH,CASTO
5834,1,36,26448,5,OLEN,BUGG
5835,1,50,10281,0,ANIBAL,BOVE
5836,0,50,77448,0,SHAYNA,BONNEY
5837,1,49,71943,0,JED,BLESSING
5838,1,37,62665,8,FRANCES,ARD
5839,1,46,25425,4,THANH,ANDERTON
5840,0,47,95959,0,SHERRILL,ALLGOOD
5841,0,42,44859,21,SHARA,ALDERSON
5842,1,41,81020,3,NEWTON,WOODMAN
5843,1,48,57451,0,CONNIE,WISDOM
5844,1,39,715,0,LENNY,WARRICK
5845,0,47,7874,9,ALESIA,TOOMEY
5846,0,43,15206,19,THUY,TOOLEY
5847,1,36,67570,8,LUPE,TARRANT
5848,1,35,66537,1,HORACIO,SUMMERVILLE
5849,0,38,9172,2,JOANIE,STEBBINS
5850,1,47,15770,0,MOHAMED,SOKOL
5851,0,43,70403,0,LASHANDA,SINK
5852,0,42,20850,21,KARISSA,SEARLES
5853,0,45,40847,0,ENRIQUETA,SCHUTZ
5854,1,33,32541,4,DEE,SCHUMANN
5855,0,51,43780,0,DANIELLA,SCHEER
5856,0,44,24090,6,CORINNA,REMILLARD
5857,1,41,48622,2,JERROLD,RAPER
5858,1,47,84312,3,ROBT,PROULX
5859,0,47,15088,14,ROXANE,PALMORE
5860,0,40,19492,2,ROSEANNA,MONROY
5861,0,47,41561,0,MAGNOLIA,MIGUEL
5862,0,42,19366,11,LIDA,MESSIER
5863,0,37,39183,12,KYLE,MELO
5864,0,44,85256,7,JOELLEN,MELANSON
5865,1,39,24090,11,CHI,MASHBURN
5866,0,36,45433,0,CORAL,MANZANO
5867,0,40,5354,10,CARLEEN,LUSSIER
5868,1,43,72930,5,FREDRIC,LOVELY
5869,1,45,54214,10,BRADLY,LIEN
5870,0,45,38658,0,NOVELLA,JENKS
5871,0,44,78353,3,NILA,HUNEYCUTT
5872,1,49,20719,0,BURL,HARTWIG
5873,1,49,91946,0,WALKER,GRIMSLEY
5874,0,46,54214,2,CARINA,FULK
5875,1,49,56382,7,JEFFEREY,FIELDING
5876,1,37,78056,0,AHMED,FIDLER
5877,0,41,48175,9,MARQUERITE,ENGSTROM
5878,1,44,50302,19,STANFORD,ELDRED
5879,0,45,36901,8,JOSEPHINA,DANTZLER
5880,0,45,58656,0,EVONNE,CRANDELL
5881,0,36,13676,0,DEVIN,CHING
5882,0,46,4487,8,CINTHIA,CALDER
5883,1,38,40290,10,ENOCH,BRUMLEY
5884,0,49,70654,4,TOYA,BRETON
5885,0,47,95661,3,TAWNYA,BRANN
5886,1,50,25706,0,JAMISON,BRAMLETT
5887,1,44,30302,11,FLORENCIO,BOYKINS
5888,0,44,49920,0,MYRIAM,BIANCO
5889,0,51,27703,0,LIZABETH,BANCROFT
5890,1,45,97374,0,MINH,ALMARAZ
5891,0,39,35618,2,KEELY,ALCANTAR
5892,1,37,1020,20,GIUSEPPE,WHITMER
5893,1,51,10281,13,DEMARCUS,WHITENER
5894,1,47,70176,0,CLETUS,WELTON
5895,1,30,29474,0,TYRELL,VINEYARD
5896,1,54,56501,7,LYNDON,SU
5897,1,42,2446,0,KEENAN,RAHN
5898,1,52,44851,3,WERNER,PAQUIN
5899,1,53,67035,0,THEO,MIZELL
5900,0,42,22736,1,LINNEA,MIX
5901,0,43,18465,3,KAROLYN,MCMILLIN
5902,1,44,43420,0,COLUMBUS,MCKEAN
5903,0,36,94602,0,FLORIDA,MARSTON
5904,0,36,30725,3,FELISHA,MACIEL
5905,0,39,97102,14,DORI,LUNDQUIST
5906,1,45,53826,6,HUEY,LOUIE
5907,0,50,48277,6,ARTIE,LIGGINS
5908,1,51,84103,18,DWAIN,LAMPKIN
5909,0,51,78948,10,ZOLA,KRANZ
5910,1,41,91114,1,TYRON,KOSKI
5911,1,37,74878,10,OMER,KIRKHAM
5912,1,37,80731,16,ISAIAS,JIMINEZ
5913,0,48,78353,12,NENA,HAZZARD
5914,1,47,43084,0,FERMIN,HARROD
5915,0,36,13042,11,MAXIE,GRAZIANO
5916,0,47,24137,10,LOVIE,GRAMMER
5917,1,42,56382,3,VALENTINE,GENDRON
5918,1,46,8550,10,JAMEY,GARRIDO
5919,1,38,17358,3,BO,FORDHAM
5920,0,35,53176,0,FARRAH,ENGLERT
5921,0,43,94709,0,ELAINA,ELWOOD
5922,0,49,62293,0,CAITLYN,DRYDEN
5923,1,51,88348,0,MCKINLEY,DEMOSS
5924,1,46,10545,12,MAXIMO,DELUNA
5925,1,41,7874,6,GARFIELD,CRABB
5926,0,42,14131,9,CARYL,COMEAU
5927,1,46,32635,2,RALEIGH,CLAUDIO
5928,0,42,27890,0,YASMIN,BRUMMETT
5929,1,40,60597,3,ABRAM,BLUME
5930,0,43,5354,5,PRUDENCE,BENALLY
5931,1,49,60610,0,KING,WESSEL
5932,1,46,1111,5,EMMITT,VANBUSKIRK
5933,0,51,2446,0,MACKENZIE,THORSON
5934,1,44,79007,10,CHONG,STUMPF
5935,1,45,10286,0,SAMUAL,STOCKWELL
5936,0,41,8829,14,LIZBETH,ROCCO
5937,0,50,57451,8,LAURETTE,REAMS
5938,0,35,15003,0,JERRIE,RADTKE
5939,0,42,30747,10,HERMELINDA,RACKLEY
5940,1,45,52410,0,EUSEBIO,PELTON
5941,1,36,96615,3,DONG,NIEMI
5942,1,43,59115,10,DOMENIC,NEWLAND
5943,1,44,17254,13,DARRON,NELSEN
5944,0,55,7874,2,MELONY,MORRISSETTE
5945,0,48,15357,0,KORI,MIRAMONTES
5946,1,39,91390,6,WILBER,MCGINLEY
5947,0,57,18223,1,JAMILA,MCCLUSKEY
5948,1,35,61725,2,JC,MARLEY
5949,1,46,60597,2,HOYT,MARCHANT
5950,1,55,31415,1,HAYWOOD,LUEVANO
5951,1,44,75372,0,EZEKIEL,LAMPE
5952,1,37,28574,0,CHAS,LAIL
5953,1,46,35960,7,FLORENTINO,JEFFCOAT
5954,1,47,17256,10,ELROY,INFANTE
5955,0,42,48465,0,CRISTINE,HU
5956,1,49,46017,0,ARDEN,HINMAN
5957,1,48,95343,11,NEVILLE,GAONA
5958,0,44,12416,2,TOMEKA,ERB
5959,0,48,43780,7,SHALONDA,EADY
5960,0,48,7874,5,MARTI,DESMARAIS
5961,0,46,94066,0,LACIE,DECOSTA
5962,1,40,54230,15,SHAYNE,DANSBY
5963,0,38,95852,23,JADA,CISCO
5964,0,41,36901,8,ILSE,CHOE
5965,0,49,19366,4,HAILEY,BRECKENRIDGE
5966,1,49,43332,15,CLAUD,BOSTWICK
5967,1,46,56382,7,VAL,BORG
5968,1,46,44242,2,SHERWOOD,BIANCHI
5969,0,50,37183,11,SHERRYL,BEER
5970,1,42,76179,7,RAYFORD,ALBERTS
5971,1,46,4940,7,CRISTOBAL,ADRIAN
5972,0,51,23071,1,MARLO,WILKIE
5973,0,42,52621,0,KANDICE,WHORTON
5974,0,47,90264,3,KANDI,VARGO
5975,0,49,31415,5,DEB,TAIT
5976,0,45,14452,0,DEAN,SYLVIA
5977,0,39,76244,6,AMERICA,SOUCY
5978,0,41,95961,11,ALYCIA,SCHUMAN
5979,0,44,78614,0,TOMMY,OUSLEY
5980,1,45,12474,2,LEN,MUMFORD
5981,1,47,60474,5,IKE,LUM
5982,0,44,72959,13,MERCY,LIPPERT
5983,0,41,32968,0,JOSE,LEATH
5984,1,56,40923,0,JAROD,LAVERGNE
5985,0,49,2215,14,GIOVANNA,LALIBERTE
5986,0,47,96027,0,GEMMA,KIRKSEY
5987,0,47,21734,3,CHRISTEL,KENNER
5988,0,41,69162,0,AUDRY,JOHNSEN
5989,1,35,99353,0,PALMER,IZZO
5990,0,43,77072,16,VITA,HILES
5991,1,44,58356,0,DOUGLASS,GULLETT
5992,0,43,81020,13,TRISH,GREENWELL
5993,1,49,50847,2,OSWALDO,GASPAR
5994,1,36,85937,11,ELLSWORTH,GALBREATH
5995,0,46,68066,0,SHANIKA,GAITAN
5996,1,41,17358,8,TONEY,ERICSON
5997,1,49,32541,2,NATHANAEL,DUCK
5998,1,44,93637,2,DEL,DELAPAZ
5999,1,53,51056,3,BRITT,CROOM
6000,1,44,79063,10,BENEDICT,COTTINGHAM
6001,0,49,71149,2,HETTIE,CLIFT
6002,0,41,35058,0,GERALYN,BUSHNELL
6003,1,48,40847,8,LEIGH,BOOZER
6004,1,50,16865,0,JOHNSON,BICE
6005,1,39,4649,0,ISREAL,BERNARDO
6006,0,40,60610,4,SU,BEASON
6007,0,45,63119,1,SARITA,ARROWOOD
6008,0,40,88419,7,RINA,WARING
6009,1,42,60932,11,ASA,VOORHEES
6010,1,40,24012,5,ARLEN,TRUAX
6011,0,37,78056,6,GOLDA,SHREVE
6012,0,43,69216,4,EVON,SHOCKEY
6013,1,44,70176,3,MODESTO,SCHATZ
6014,0,40,36462,11,ENEDINA,SANDIFER
6015,0,43,26448,6,CHERISE,RUBINO
6016,0,37,78948,17,CHANA,ROZIER
6017,1,39,97469,2,GAYLORD,ROSEBERRY
6018,0,39,56342,0,TAWANNA,ROLL
6019,0,42,61755,0,SADE,PLAYER
6020,1,41,99353,4,DEANGELO,PIEPER
6021,0,45,52362,0,LI,PEDEN
6022,1,39,54214,8,GRANVILLE,NESTER
6023,1,47,58008,0,WES,NAVE
6024,1,41,56080,5,MALIK,MURPHEY
6025,1,52,50847,6,ZACKARY,MALINOWSKI
6026,0,43,39661,0,CIERRA,MACGREGOR
6027,0,46,84059,10,ASHLIE,LIANG
6028,0,44,48121,15,ALBERTHA,LAFRANCE
6029,1,41,95035,11,CRISTOPHER,KUNKLE
6030,0,39,43270,0,STEPHANI,KIRKMAN
6031,1,40,40385,17,ANTIONE,JORGE
6032,0,47,30747,9,MINDI,HIPP
6033,1,44,22850,0,LONG,HASTY
6034,1,43,85392,0,KOREY,HADDIX
6035,1,42,79227,21,JOSPEH,GERVAIS
6036,0,42,62326,16,FLORENE,GERDES
6037,1,39,15206,18,WAYLON,GARFIELD
6038,1,46,2646,4,VON,GAMACHE
6039,0,54,1842,23,CIARA,FOUTS
6040,1,48,53021,0,SHAD,FITZWATER
6041,1,35,36901,6,SANTO,DILLINGHAM
6042,0,44,97469,3,SUZY,DEMING
6043,1,46,20755,4,ROLF,DEANDA
6044,0,43,75372,0,NOELIA,CEDENO
6045,1,50,22402,2,RENALDO,CANNADY
6046,0,43,37412,6,LEATHA,BURSON
6047,1,40,37412,4,LUCIUS,BOULDIN
6048,0,52,93304,10,KRISTAN,ARCENEAUX
6049,1,44,15206,7,KRISTOFER,WOODHOUSE
6050,1,43,39475,0,BOYCE,WHITFORD
6051,1,38,1020,5,BENTON,WESCOTT
6052,0,48,50847,10,CINDA,WELTY
6053,1,50,90813,8,KASEY,WEIGEL
6054,0,42,28407,0,CHERRIE,TORGERSON
6055,0,41,70548,3,AWILDA,TOMS
6056,0,42,30747,2,ALMEDA,SURBER
6057,1,37,47383,4,ARNOLDO,SUNDERLAND
6058,1,50,2777,8,RUEBEN,STERNER
6059,1,44,48622,9,LEANDRO,SETZER
6060,0,43,79330,0,GISELE,SALVATORE
6061,1,51,29925,0,JERRELL,RIOJAS
6062,0,40,2777,9,CYNDI,PUMPHREY
6063,0,42,71151,11,CLETA,PUGA
6064,1,43,92801,7,CEDRICK,PEDRO
6065,0,48,17220,5,ZINA,PATCH
6066,0,51,50302,0,ZENA,METTS
6067,0,48,68440,0,VELIA,MCGARRY
6068,1,47,75838,2,PATRICIA,MCCANDLESS
6069,0,46,33767,0,PAUL,MAGILL
6070,1,30,45322,0,KENETH,LUPO
6071,0,42,78614,6,THOMAS,LOVELAND
6072,0,40,97738,8,TALIA,LLAMAS
6073,1,50,8829,9,FRANKLYN,LECLERC
6074,0,41,85193,7,LAVONDA,KOONS
6075,0,53,63119,0,KAYLEE,KAHLER
6076,1,42,85269,0,PORTER,HUSS
6077,1,39,23509,0,LEIF,HOLBERT
6078,0,50,71149,11,IRENA,HEINTZ
6079,0,44,85193,15,ILONA,HAUPT
6080,0,45,76547,0,IDALIA,GRIMMETT
6081,0,49,60932,0,CANDIS,GASKILL
6082,0,43,94570,8,CANDANCE,FLOWER
6083,0,40,46017,16,BRANDEE,ELLINGSON
6084,1,47,17256,1,SHON,DORR
6085,0,42,28574,4,ALIDA,DINGESS
6086,1,41,81523,1,LYNWOOD,DEWEESE
6087,1,40,66537,13,LINDSAY,DESILVA
6088,0,43,95852,0,MARYJO,CROSSLEY
6089,1,41,15227,8,JERE,CORDEIRO
6090,0,48,50228,4,HEDWIG,CONVERSE
6091,1,43,61516,5,ELDEN,CONDE
6092,0,45,45119,0,CASSIDY,CHEEKS
6093,0,37,61755,0,ALEXIA,CALDERA
6094,1,47,30816,3,BRODERICK,CAIRNS
6095,1,47,79743,1,ALONSO,BURMEISTER
6096,0,47,91944,11,LUPITA,BURKHALTER
6097,1,51,99733,5,JOHN,BRAWNER
6098,0,45,96701,4,GLADIS,BOTT
6099,0,47,35602,10,EVELIA,YOUNGS
6100,1,45,72959,5,WILLIAM,VIERRA
6101,1,41,55191,5,DAVID,VALLADARES
6102,0,43,45322,10,CECILY,TIFFANY
6103,0,43,24048,3,ASHELY,SHRUM
6104,0,48,36804,2,ANNABEL,SHROPSHIRE
6105,0,39,46070,8,AGUSTINA,SEVILLA
6106,0,35,95961,16,WANITA,RUSK
6107,0,48,95721,0,SHIRLY,ROOF
6108,0,47,96841,3,ROSAURA,RODARTE
6109,1,41,18098,0,MARK,PEDRAZA
6110,0,37,80731,8,EUN,NINO
6111,0,38,11026,7,BAILEY,MONTANA
6112,0,48,89028,18,YETTA,MERINO
6113,0,44,25625,0,VERONA,MCMINN
6114,1,49,1472,7,EDWARD,MARKLE
6115,0,40,44851,7,SIBYL,MAPP
6116,1,42,52621,12,RONALD,LUCIA
6117,1,41,12022,5,ANTHONY,LAJOIE
6118,1,45,85940,0,KEVIN,KOERNER
6119,1,49,45235,15,JASON,KITTRELL
6120,1,47,45433,1,MATTHEW,KATO
6121,1,52,61516,13,GARY,HYDER
6122,1,43,16865,13,TIMOTHY,HOLLIFIELD
6123,1,49,12416,12,JOSE,HEISER
6124,1,44,25607,5,LARRY,HAZLETT
6125,0,35,50586,2,EBONI,GREENWALD
6126,0,53,65261,14,CORENE,FANT
6127,1,42,87015,10,SCOTT,ELDREDGE
6128,1,43,30816,1,ERIC,DREHER
6129,1,46,99729,0,STEPHEN,DELAFUENTE
6130,0,34,71151,19,MOIRA,CRAVENS
6131,0,48,61755,12,LYNDSAY,CLAYPOOL
6132,1,48,73154,12,GREGORY,BEECHER
6133,1,44,95959,5,JOSHUA,ARONSON
6134,0,46,63140,0,JAMMIE,ALANIS
6135,1,43,53809,6,DENNIS,WORTHEN
6136,0,47,51453,11,GAYNELL,WOJCIK
6137,0,48,70548,3,CAMERON,WINGER
6138,1,44,39475,5,PETER,WHITACRE
6139,0,50,16865,11,VINA,WELLINGTON
6140,0,39,2763,12,VICENTA,VALVERDE
6141,0,39,41561,5,TANGELA,VALDIVIA
6142,0,32,93665,0,STEPHINE,TROUPE
6143,1,47,20850,4,ARTHUR,THROWER
6144,0,43,25843,0,NELLA,SWINDELL
6145,1,39,68066,17,ROGER,SUTTLES
6146,0,47,65332,13,LESLEE,SUH
6147,1,42,29474,0,JUAN,STROMAN
6148,0,45,85062,0,ILIANA,SPIRES
6149,0,48,26104,0,GLORY,SLATE
6150,0,47,5453,1,FELICA,SHEALY
6151,1,51,73755,6,JUSTIN,SARVER
6152,1,47,40175,5,TERRY,SARTIN
6153,0,40,13042,1,EDEN,SADOWSKI
6154,1,40,39521,14,KEITH,RONDEAU
6155,0,37,29851,0,CARMA,ROLON
6156,0,42,15062,0,BEA,RICK
6157,0,48,95677,2,OCIE,REX
6158,0,36,71151,4,MARRY,RASCON
6159,1,41,93304,15,NICHOLAS,PRIDDY
6160,0,46,70654,8,KIARA,PINE
6161,1,47,4347,0,BENJAMIN,PAULINO
6162,0,44,74840,0,CARLOTA,NOLTE
6163,0,46,28328,15,ARIELLE,MUNROE
6164,1,54,15227,4,ADAM,MOLLOY
6165,1,48,94709,9,HARRY,MELLON
6166,1,40,60144,0,FRED,MCIVER
6167,0,37,96841,16,KIRSTIN,LYKINS
6168,0,45,61725,2,KACEY,LOGGINS
6169,0,47,30822,4,JOHNETTA,LILLIE
6170,1,42,75838,2,LOUIS,LENOIR
6171,0,47,14706,4,JOETTA,KLOTZ
6172,1,43,71859,4,AARON,KEMPF
6173,0,35,61299,0,JAUNITA,JONE
6174,1,46,71953,1,HOWARD,HUPP
6175,0,39,91944,11,DORTHEA,HOLLOWELL
6176,0,47,10286,0,CAMI,HOLLANDER
6177,1,48,17254,5,RUSSELL,HAYNIE
6178,0,46,91944,0,ADELIA,HASSAN
6179,0,51,33646,18,VERNITA,HARKNESS
6180,1,46,79227,0,MARTIN,HARKER
6181,0,45,60144,0,SIOBHAN,GOTTLIEB
6182,1,46,39475,1,PHILLIP,FRITH
6183,1,44,29118,16,TODD,EDDINS
6184,0,53,51056,1,OUIDA,DRISKELL
6185,0,47,50482,6,ODELL,DOGGETT
6186,1,56,27864,0,ALAN,DENSMORE
6187,1,37,53809,0,SHAWN,CHARETTE
6188,0,44,54313,1,KRISTYN,CASSADY
6189,0,41,72821,0,JULIETA,CARROL
6190,0,47,39183,13,DANICA,BYRUM
6191,1,43,84312,4,CHRIS,BURCHAM
6192,1,45,17256,0,JOHNNY,BUGGS
6193,1,42,53176,3,EARL,BENN
6194,0,45,61727,0,SHERRON,WHITTED
6195,1,41,33857,2,ANTONIO,WARRINGTON
6196,0,45,30631,7,MALIA,VANDUSEN
6197,0,46,53237,0,LORELEI,VAILLANCOURT
6198,0,44,10072,8,LIN,STEGER
6199,0,46,19492,8,LEESA,SPELL
6200,1,47,33615,4,MIKE,SIEBERT
6201,0,42,46943,13,KATHLYN,SCOFIELD
6202,1,47,54230,16,LEONARD,QUIRK
6203,1,46,7874,1,NATHAN,PURSER
6204,0,49,33857,9,SUZIE,PLUMB
6205,1,44,17220,2,MANUEL,ORCUTT
6206,1,47,11740,0,RODNEY,NORTHERN
6207,0,40,17220,15,RACQUEL,NORDSTROM
6208,1,37,10545,6,NORMAN,MOSELY
6209,0,44,8829,9,MIRA,MICHALSKI
6210,0,44,14453,0,MARTINE,MCPHAIL
6211,0,40,71151,8,LUCIENNE,MCDAVID
6212,1,34,17833,0,GLENN,MCCRAW
6213,0,55,50595,0,JULIANN,MARTINI
6214,1,46,58325,3,TRAVIS,MARCHESE
6215,1,45,6928,0,JEFF,MANNINO
6216,1,51,24048,11,CHAD,LEO
6217,1,36,87015,13,JACOB,LEFEVRE
6218,0,45,47383,0,CHRISTIANE,LARGENT
6219,0,43,60932,7,CHAROLETTE,LANZA
6220,1,49,30302,0,ALFRED,KRESS
6221,1,41,45433,0,KYLE,ISHAM
6222,0,35,48622,5,ASHA,HUNSAKER
6223,1,47,79743,13,BRADLEY,HOCH
6224,0,35,23161,3,PAOLA,HILDEBRANDT
6225,0,38,43755,3,NINFA,GUARINO
6226,1,47,25607,3,FREDERICK,GRIJALVA
6227,1,49,99729,9,RAY,GRAYBILL
6228,0,45,12474,5,EDA,FICK
6229,0,42,33857,7,SUNSHINE,EWELL
6230,1,34,21734,2,DON,EWALD
6231,0,41,95852,1,SHANELL,DEANGELO
6232,1,39,47516,0,RICKY,CUSICK
6233,0,42,62334,1,MACHELLE,CRUMLEY
6234,0,39,33835,10,LISSA,COSTON
6235,1,41,72740,12,BARRY,CATHCART
6236,0,51,27979,10,KATHRYNE,CARRUTHERS
6237,1,31,97738,0,BERNARD,BULLINGTON
6238,0,33,39475,11,JULISSA,BRIAN
6239,1,46,67035,3,LEROY,BOWES
6240,1,42,39475,0,FRANCISCO,BLAIN
6241,1,38,40385,0,MARCUS,BLACKFORD
6242,1,37,68865,5,MICHEAL,BARBOZA
6243,0,44,81020,7,CHRISTOPHER,YINGLING
6244,0,45,97469,5,CAROLANN,WOODLAND
6245,0,47,13408,0,ALENA,WERT
6246,0,50,24137,0,TESS,WEILAND
6247,0,41,32968,1,ROSARIA,VARGA
6248,0,44,87015,0,MYRTICE,SILVERSTEIN
6249,0,43,40290,0,MARYLEE,SIEVERS
6250,0,43,70548,7,LIANE,SHUSTER
6251,0,42,20719,0,KENYATTA,SHUMWAY
6252,0,38,24607,11,JUDIE,SCUDDER
6253,0,45,12474,4,JANEY,RUNNELS
6254,0,45,12022,0,IN,RUMSEY
6255,0,44,47654,0,ELMIRA,RENFROE
6256,0,48,68846,10,ELDORA,PROVENCHER
6257,0,47,68735,0,DENNA,POLLEY
6258,1,35,76547,19,DEREK,MOHLER
6259,0,39,96841,1,CATHI,MIDDLEBROOKS
6260,0,48,57451,0,ZAIDA,KUTZ
6261,1,41,17254,17,JEROME,KOSTER
6262,0,45,32909,1,VIVA,KORN
6263,0,42,93584,11,VERNIE,GROW
6264,0,49,29932,0,ROSALINE,GROTH
6265,1,44,29070,17,TIM,GLIDDEN
6266,0,44,10281,2,LUCIANA,FAZIO
6267,0,36,15455,2,LESLI,DEEN
6268,0,36,39183,0,KARAN,CORN
6269,1,42,48277,0,GREG,COPPER
6270,1,48,68066,0,JORGE,CHIPMAN
6271,0,40,12416,9,ADINA,CHENOWETH
6272,0,50,85193,13,WYNONA,CHAMPLIN
6273,0,41,58250,0,TARSHA,CEDILLO
6274,1,45,40923,6,DAN,CARRERO
6275,0,41,75372,0,SHASTA,CARMODY
6276,1,46,33646,9,ZACHARY,BUCKLES
6277,1,50,38376,16,COREY,BRIEN
6278,0,48,96701,10,SHANDRA,BOUTIN
6279,0,52,74756,16,RANDA,BOSCH
6280,1,40,70548,0,VERNON,BILL
6281,0,38,14452,0,PARIS,BERKOWITZ
6282,0,38,95542,16,NELIDA,ALTAMIRANO
6283,0,42,77515,8,MARILOU,WILFONG
6284,0,37,44242,0,LYLA,WIEGAND
6285,0,39,40385,5,LAURENE,WAITES
6286,1,40,58325,16,RICARDO,TRUESDALE
6287,1,59,81335,6,SAM,TOUSSAINT
6288,1,45,96701,9,RICK,TOBEY
6289,1,43,76547,2,LESTER,TEDDER
6290,0,40,20121,3,DANIELE,STEELMAN
6291,1,38,77020,4,RAMON,SIROIS
6292,0,44,2646,14,CAROLYNN,SCHNELL
6293,0,39,40923,4,CARLYN,ROBICHAUD
6294,1,36,49920,1,GILBERT,RIDGE
6295,1,36,23231,6,GENE,RICHBURG
6296,1,52,77020,0,MARC,PRAY
6297,1,40,52362,0,REGINALD,PLUMLEY
6298,1,36,27982,3,RUBEN,PIZARRO
